2,254627,4,0.046,11,0.698,0.517,0.587,0.252,0,-11.72,0.0684,0.33,99.981,2
0,436180,4,0.00494,6,0.719,0.712,0.806,0.141,1,-7.173,0.0764,0.145,125.437,2
0,481605,4,0.0172,9,0.791,0.599,0.826,0.0746,0,-8.507,0.0447,0.439,122.04,2
37,421197,4,0.00383,9,0.851,0.714,0.38,0.0213,0,-6.768,0.0476,0.414,117.994,2
2,555909,4,0.00139,1,0.824,0.565,0.82,0.0921,1,-9.226,0.0575,0.0629,125.014,2
0,280555,4,0.017,9,0.798,0.794,0.873,0.0882,1,-8.638,0.0471,0.0502,119.011,2
0,433469,4,0.0362,9,0.841,0.679,0.446,0.0724,0,-7.674,0.0685,0.457,121.023,2
20,378023,4,0.000392,9,0.75,0.615,0.911,0.0913,1,-8.969,0.0769,0.282,123.999,2
10,435496,4,0.00315,9,0.853,0.468,0.82,0.0621,1,-10.434,0.0589,0.617,122.992,2
0,393600,4,0.144,8,0.807,0.436,0.733,0.0919,1,-11.571,0.0493,0.0999,125.014,2
11,405333,3,0.000312,1,0.429,0.62,0.933,0.0741,1,-7.902,0.0906,0.16,185.483,2
4,467230,4,0.00234,7,0.773,0.718,0.472,0.0597,1,-7.275,0.0473,0.599,119.976,2
17,423520,4,0.1,5,0.68,0.521,0.251,0.0743,0,-13.998,0.0378,0.436,125.028,2
0,326000,4,0.0196,6,0.668,0.708,0.823,0.659,1,-10.249,0.0408,0.25,115.008,2
0,635396,3,0.196,1,0.809,0.33,0.646,0.0981,1,-14.232,0.0668,0.719,115.997,2
0,495909,4,0.00188,2,0.801,0.544,0.767,0.0702,1,-8.19,0.0599,0.37,123.004,2
0,359000,4,0.104,6,0.723,0.527,0.712,0.132,0,-10.699,0.0846,0.264,128.047,2
0,384653,4,0.000406,1,0.729,0.951,0.877,0.0743,0,-10.803,0.0603,0.81,132.575,2
10,443800,4,0.412,9,0.931,0.689,0.0338,0.101,1,-9.82,0.103,0.773,123.73,2
0,454272,4,0.000127,9,0.811,0.563,0.847,0.0555,0,-9.876,0.106,0.367,126.013,2
0,404290,4,0.0025,5,0.92,0.68,0.471,0.0746,0,-8.269,0.0561,0.767,123.982,2
4,324734,4,0.00508,6,0.828,0.616,0.756,0.0836,1,-10.633,0.0869,0.257,120.308,2
0,325915,4,0.000634,5,0.809,0.707,0.733,0.0811,0,-7.451,0.0675,0.139,122.001,2
1,355253,4,4.2e-05,10,0.726,0.835,0.905,0.0877,0,-7.16,0.0435,0.808,130.011,2
0,356773,4,0.106,7,0.959,0.493,0.619,0.388,1,-11.848,0.289,0.451,126.6,2
0,432000,4,0.103,0,0.742,0.741,0.686,0.594,0,-10.601,0.0508,0.444,120.013,2
25,210625,4,0.0294,6,0.689,0.447,0.544,0.102,1,-9.398,0.211,0.389,128.869,2
1,446053,4,0.111,7,0.855,0.425,0.852,0.0774,1,-12.939,0.0953,0.195,120.025,2
0,376862,4,0.000265,3,0.747,0.618,0.637,0.0514,0,-11.327,0.0613,0.388,124.007,2
0,342857,4,0.00194,8,0.812,0.489,0.928,0.348,1,-8.709,0.0455,0.443,120.007,2
0,319693,4,0.162,5,0.803,0.73,0.86,0.109,1,-9.084,0.0449,0.109,125.006,2
1,420920,4,0.000775,5,0.67,0.55,0.92,0.0863,0,-11.353,0.0586,0.422,125.003,2
0,365902,4,0.00101,9,0.798,0.924,0.926,0.033,0,-7.509,0.0405,0.606,121.994,2
0,226286,4,0.614,4,0.705,0.674,0.0817,0.101,1,-8.274,0.355,0.281,140.013,2
0,535661,4,0.00691,1,0.829,0.787,0.811,0.0675,1,-10.997,0.0717,0.612,121.998,2
24,235267,4,0.0671,9,0.722,0.566,5.49e-05,0.824,0,-7.445,0.0771,0.426,128.015,2
28,454315,4,0.0268,0,0.739,0.663,0.829,0.0932,1,-8.4,0.0474,0.181,124.989,2
0,463362,4,0.0462,0,0.719,0.5,0.387,0.0985,0,-11.703,0.0342,0.178,122.005,2
0,407179,4,0.000312,6,0.807,0.827,0.759,0.0832,1,-7.892,0.0496,0.572,122.957,2
0,251547,4,0.00666,4,0.779,0.608,0.577,0.091,0,-11.145,0.052,0.56,116.016,2
0,448781,4,0.0243,11,0.626,0.715,0.832,0.0731,1,-6.577,0.141,0.426,122.645,2
